0.511024,0.417404,0.537067,0.587073,0.468738,0.520806,0.408129,0.57396,0.435708,0.588762,0.690213,0.507841,0.488723,0.57762,0.531903,0.4153,0.487309,0.442329,0.521272,0.413557,0.538041,0.466039,0.607064,0.465978,0.532975,0.583212,0.527664,0.434809,0.489124,0.622137,0.500576,0.421801,0.503522,0.451219,0.466549,0.435894,0.490113,0.38611,0.491714,0.458849,0.356759,0
0.432325,0.449821,0.579149,0.51377,0.482088,0.56896,0.604979,0.603787,0.555288,0.590257,0.579356,0.507841,0.445974,0.594848,0.4241,0.544484,0.547284,0.488405,0.5378,0.54682,0.570275,0.49384,0.505036,0.455312,0.620951,0.480764,0.447253,0.560973,0.523034,0.465081,0.445319,0.393095,0.491863,0.614224,0.326485,0.483999,0.538041,0.541101,0.621979,0.586549,0.518576,1
0.530217,0.398668,0.524731,0.436815,0.4637,0.51862,0.527636,0.517287,0.478861,0.502255,0.524,0.507841,0.482515,0.57097,0.566976,0.528035,0.51295,0.40257,0.554334,0.55785,0.483378,0.530602,0.545115,0.490096,0.591514,0.598614,0.378637,0.587692,0.45151,0.513838,0.550597,0.388191,0.46383,0.590627,0.470453,0.491579,0.510332,0.40533,0.575883,0.464813,0.47961,1
0.461711,0.450832,0.333759,0.499632,0.425172,0.500747,0.410587,0.556674,0.333029,0.627117,0.470567,0.507841,0.500926,0.674971,0.61186,0.570206,0.637416,0.437334,0.65105,0.580267,0.38254,0.477507,0.502352,0.704861,0.466287,0.458257,0.318629,0.543379,0.574768,0.484238,0.650329,0.356344,0.62401,0.552552,0.400391,0.453747,0.488252,0.305694,0.49379,0.448575,0.329513,0
0.492965,0.48575,0.421371,0.581007,0.451947,0.619156,0.418294,0.670913,0.530672,0.553091,0.60426,0.507841,0.438621,0.550759,0.497251,0.509897,0.590589,0.486027,0.573993,0.465197,0.460964,0.536539,0.523435,0.442246,0.570481,0.41862,0.449095,0.493921,0.54601,0.495425,0.509776,0.511841,0.55741,0.479881,0.434004,0.480575,0.511942,0.473568,0.565685,0.578372,0.497004,1
0.325083,0.456514,0.509596,0.432575,0.471153,0.502389,0.383929,0.597286,0.480064,0.544846,0.70699,0.507841,0.420269,0.58379,0.495767,0.532732,0.491962,0.374547,0.516818,0.485059,0.531481,0.496831,0.486591,0.545514,0.559898,0.481644,0.441839,0.462023,0.492884,0.461926,0.553707,0.511051,0.5053,0.494668,0.370263,0.435379,0.604003,0.393827,0.496459,0.492238,0.392783,0
0.394853,0.513898,0.4339,0.498854,0.500851,0.515704,0.494487,0.609467,0.470113,0.578187,0.520981,0.507841,0.440152,0.580467,0.512364,0.534046,0.543356,0.510017,0.555007,0.524719,0.465795,0.56314,0.488058,0.603588,0.546401,0.437226,0.387671,0.515559,0.478231,0.41521,0.521831,0.479233,0.567239,0.600039,0.369942,0.455861,0.583097,0.412639,0.581593,0.577542,0.501434,0
0.388317,0.517767,0.470769,0.513453,0.435123,0.493144,0.579704,0.660654,0.485012,0.582079,0.545205,0.507841,0.400153,0.64728,0.50243,0.452493,0.53763,0.342732,0.578098,0.548808,0.489698,0.403733,0.486961,0.448617,0.614835,0.37282,0.360002,0.520466,0.446866,0.388902,0.532452,0.334322,0.465463,0.544504,0.246117,0.497861,0.606606,0.355981,0.536457,0.528475,0.54835,1
0.476072,0.47606,0.455224,0.550808,0.500556,0.461111,0.549253,0.562716,0.509736,0.578036,0.485773,0.507841,0.451867,0.550029,0.520294,0.520845,0.558574,0.453733,0.559127,0.478692,0.493496,0.4551,0.521261,0.601973,0.587122,0.512223,0.503839,0.507797,0.470428,0.534565,0.510118,0.486343,0.558295,0.488414,0.458315,0.487013,0.539194,0.389034,0.573951,0.489968,0.385273,0
0.467993,0.479965,0.520261,0.510715,0.448877,0.406401,0.492235,0.633749,0.579197,0.609043,0.562802,0.507841,0.473473,0.644415,0.463364,0.457995,0.495583,0.465555,0.446159,0.530346,0.568792,0.519434,0.479862,0.448563,0.487575,0.55516,0.425309,0.599292,0.53,0.6072,0.530795,0.423445,0.545071,0.505051,0.421152,0.502515,0.418996,0.429337,0.59162,0.385039,0.475806,0
0.388845,0.567211,0.427565,0.58647,0.430409,0.545952,0.527798,0.579659,0.497796,0.546142,0.632369,0.507841,0.422934,0.613147,0.478826,0.499357,0.494902,0.560666,0.557746,0.503251,0.38872,0.530685,0.493602,0.558358,0.662966,0.451604,0.3212,0.449859,0.509846,0.381109,0.509705,0.551598,0.480524,0.54855,0.379283,0.525152,0.592442,0.533712,0.635233,0.543419,0.516703,0
0.389663,0.525846,0.594246,0.456069,0.379863,0.491783,0.404108,0.605491,0.464909,0.538599,0.65579,0.507841,0.376055,0.711109,0.554533,0.486564,0.55346,0.466007,0.473062,0.479748,0.478322,0.604996,0.632366,0.519755,0.413382,0.484253,0.409636,0.477193,0.539957,0.473889,0.567349,0.447549,0.545872,0.431504,0.37358,0.356165,0.544278,0.411265,0.531963,0.518821,0.421668,0
0.4589,0.565201,0.542572,0.488444,0.595337,0.409218,0.518972,0.577624,0.413585,0.560102,0.576517,0.507841,0.344805,0.642627,0.56149,0.436093,0.531265,0.406982,0.489967,0.473805,0.435571,0.439623,0.488865,0.56139,0.524227,0.50621,0.337792,0.48148,0.557127,0.498182,0.6226,0.439782,0.499704,0.514649,0.427214,0.533504,0.580023,0.405708,0.478636,0.383197,0.353003,0
0.455031,0.563021,0.569699,0.486295,0.482687,0.319009,0.488716,0.552454,0.499868,0.612546,0.568634,0.507841,0.333055,0.78672,0.599414,0.430425,0.51863,0.406056,0.419102,0.56387,0.457805,0.632546,0.588272,0.560039,0.493964,0.521307,0.48137,0.438685,0.552446,0.603797,0.597624,0.417459,0.676465,0.418482,0.383165,0.498668,0.513473,0.474051,0.638043,0.379697,0.422045,0
0.477458,0.483495,0.513264,0.428912,0.483003,0.520333,0.442051,0.533041,0.369269,0.498491,0.621314,0.507841,0.410093,0.617288,0.530672,0.446125,0.553047,0.392068,0.444188,0.507572,0.571199,0.451286,0.593069,0.534644,0.586327,0.531389,0.379855,0.510331,0.54124,0.506538,0.503423,0.479212,0.491875,0.4778,0.433144,0.383208,0.526112,0.432316,0.476878,0.462032,0.457949,0
0.416317,0.512669,0.465596,0.626194,0.435728,0.42916,0.572062,0.457954,0.378354,0.487563,0.553702,0.507841,0.478882,0.568803,0.458145,0.399389,0.533334,0.428954,0.471827,0.445147,0.560662,0.446793,0.544683,0.486379,0.684504,0.631019,0.441167,0.511358,0.580711,0.446327,0.56221,0.493009,0.528962,0.470212,0.434302,0.419266,0.588985,0.362713,0.509399,0.404114,0.409558,0
0.48271,0.487842,0.663147,0.481295,0.493609,0.462693,0.51283,0.535088,0.386941,0.521645,0.589911,0.507841,0.439593,0.604725,0.512753,0.424663,0.467179,0.451717,0.411529,0.510331,0.515678,0.500965,0.614547,0.564027,0.542409,0.60157,0.431126,0.462552,0.525673,0.460439,0.62488,0.437249,0.441464,0.490357,0.399267,0.400108,0.610251,0.395101,0.554352,0.430516,0.425731,0
